,id,bedrooms,beds,accommodates,latitude,longitude,number_of_reviews,review_scores_rating,host_identity_verified,host_is_superhost,reviews_per_month,host_listings_count,amenities_count,instant_bookable,reviews_per_month,predicted_price
9090,18421577,1.0,1.0,2,52.36733,4.86626,5,95.0,1,0,0.12,1.0,13,0,0.12,125.5138
16338,37659717,1.0,1.0,2,52.34768,4.8498199999999985,1,0.0,0,0,0.08,1.0,13,1,0.08,120.9921
6368,13519421,1.0,1.0,2,52.36083,4.86136,0,0.0,0,0,0.0,1.0,11,1,0.0,125.40055
678,1256281,1.0,1.0,2,52.3712,4.87822,7,97.0,1,0,0.08,1.0,10,0,0.08,140.40872
6998,14218726,1.0,1.0,2,52.36309,4.84393,23,97.0,0,1,0.45,3.0,25,0,0.45,107.66839
1008,1934989,1.0,1.0,2,52.38965,4.88914,9,98.0,1,0,0.13,1.0,8,0,0.13,121.20174
15895,36253863,1.0,3.0,4,52.36413,4.98383,3,60.0,1,0,0.3,1.0,21,1,0.3,145.73999
9886,19728576,1.0,1.0,3,52.38886,4.88504,11,95.0,1,0,0.28,1.0,9,1,0.28,133.4087
5814,12759828,1.0,2.0,3,52.37242,4.87605,22,98.0,1,0,0.41,1.0,17,0,0.41,167.7311
4760,10080818,4.0,5.0,4,52.35497,4.94154,5,100.0,1,0,0.09,1.0,10,0,0.09,233.00325
11511,22524410,1.0,1.0,2,52.35198,4.93675,31,100.0,1,1,0.96,1.0,33,0,0.96,134.68309
7802,15861762,1.0,1.0,4,52.36405,4.9346,1,100.0,1,0,0.08,4.0,19,0,0.08,158.9493
7104,14394450,1.0,1.0,2,52.35704000000001,4.89691,43,90.0,1,0,0.86,1.0,21,0,0.86,138.58157
4860,10329714,1.0,1.0,2,52.36265,4.93176,15,96.0,0,0,0.27,1.0,11,0,0.27,117.52018
11389,22286071,1.0,2.0,2,52.37454,4.96622,2,80.0,0,0,0.06,1.0,31,1,0.06,136.83138
12492,25060752,3.0,3.0,4,52.37959,4.8560300000000005,4,100.0,1,0,0.15,85.0,13,1,0.15,348.3364
11585,22670486,2.0,2.0,4,52.3553,4.89339,6,100.0,1,0,0.18,1.0,19,1,0.18,260.72116
2893,6329634,1.0,1.0,2,52.37314,4.86108,21,100.0,1,0,0.33,1.0,22,0,0.33,131.21568
11926,23600415,1.0,2.0,4,52.37549,4.89374,27,91.0,1,0,0.86,1.0,20,0,0.86,182.14827
5038,10920384,0.0,1.0,2,52.36471,4.88831,211,91.0,1,0,3.81,2.0,25,1,3.81,82.67214
16850,39382600,2.0,1.0,2,52.34898,4.9059800000000005,0,0.0,0,0,0.0,0.0,19,1,0.0,150.6218
13687,28609290,1.0,1.0,2,52.35805,4.85808,25,96.0,1,1,1.01,1.0,20,1,1.01,86.72039
6006,13074859,2.0,2.0,4,52.37974000000001,4.88461,9,91.0,0,0,0.17,2.0,14,0,0.17,215.51637
16836,39362311,4.0,6.0,4,52.35567,4.90914,0,0.0,1,0,0.0,3.0,30,1,0.0,350.5415
13685,28605735,2.0,4.0,4,52.36788,4.8720300000000005,1,0.0,0,0,0.04,1.0,22,0,0.04,253.61195
14120,30031149,1.0,1.0,2,52.351000000000006,4.89311,10,96.0,0,1,0.44,1.0,26,0,0.44,151.9849
8439,17189258,1.0,1.0,2,52.36914,4.86725,26,94.0,1,0,0.59,1.0,13,0,0.59,124.135574
9086,18419423,2.0,1.0,4,52.34943,4.85,11,98.0,1,0,0.31,1.0,19,0,0.31,162.93956
16779,39240119,2.0,2.0,4,52.39044000000001,4.8802900000000005,1,100.0,0,0,0.11,0.0,23,0,0.11,219.14749
4206,8963247,1.0,1.0,2,52.35357,4.8863699999999985,9,100.0,0,0,0.15,1.0,12,0,0.15,143.8627
2844,6244715,1.0,2.0,4,52.38377,4.8819599999999985,3,87.0,1,0,0.05,1.0,7,0,0.05,146.85316
15802,35960024,3.0,5.0,5,52.32495,4.87639,0,0.0,1,0,0.0,1.0,12,0,0.0,222.24236
3078,6668354,1.0,0.0,2,52.3842,4.88983,328,97.0,1,1,5.23,1.0,22,0,5.23,74.36876
7784,15816344,1.0,2.0,2,52.35508,5.00683,11,96.0,1,1,0.24,13.0,16,1,0.24,101.45969
1446,3036852,1.0,2.0,3,52.36143,4.86212,40,90.0,1,0,0.52,1.0,17,1,0.52,133.5124
955,1828391,4.0,5.0,5,52.40346,4.90795,19,98.0,1,0,0.38,1.0,24,0,0.38,203.72232
12840,26187769,2.0,2.0,4,52.34981,4.88776,3,93.0,1,0,0.11,1.0,27,1,0.11,253.20445
15935,36338213,4.0,4.0,4,52.3487,5.00939,2,90.0,0,0,0.14,1.0,20,0,0.14,187.79402
8718,17856802,1.0,1.0,2,52.38056,4.87755,6,97.0,1,0,0.14,1.0,10,0,0.14,128.6031
3950,8381720,1.0,1.0,2,52.37162,4.8597199999999985,1,100.0,0,0,0.02,1.0,23,0,0.02,138.36577
17520,41225847,1.0,0.0,2,52.3711,4.87655,0,0.0,1,0,0.0,4.0,9,1,0.0,115.52542
1007,1933728,1.0,3.0,3,52.3579,4.88857,0,0.0,0,0,0.0,2.0,5,0,0.0,169.66547
6501,13664635,1.0,1.0,2,52.35951,4.91365,8,95.0,1,0,0.16,1.0,12,0,0.16,124.52137
3939,8363066,1.0,1.0,2,52.37495,4.86072,10,98.0,0,0,0.16,1.0,8,0,0.16,106.347496
2474,5401988,1.0,1.0,2,52.35532,4.91484,40,93.0,1,0,0.59,0.0,13,0,0.59,113.976326
3033,6573179,2.0,1.0,4,52.36038,4.98936,5,100.0,0,0,0.11,2.0,19,0,0.11,166.3957
468,893203,1.0,1.0,1,52.36703,4.86265,49,97.0,0,0,0.55,1.0,9,0,0.55,89.290794
1966,4114350,1.0,1.0,2,52.36949,4.85469,38,98.0,1,0,0.69,1.0,11,0,0.69,113.41261
535,1020573,1.0,2.0,3,52.39652,4.99523,2,100.0,0,0,0.02,1.0,22,0,0.02,107.0194
11104,21796971,0.0,1.0,2,52.36472,4.92088,5,96.0,0,0,0.24,35.0,11,1,0.24,71.78184
471,896368,1.0,1.0,2,52.35301,4.896,12,97.0,0,0,0.14,1.0,13,0,0.14,142.08156
5235,11433925,1.0,1.0,2,52.37855,4.8575599999999985,50,98.0,1,1,0.95,0.0,31,0,0.95,122.33364
9377,18911209,1.0,2.0,4,52.33327,4.8741,2,90.0,0,0,0.05,1.0,13,0,0.05,139.14304
11328,22183604,1.0,2.0,2,52.37526,4.88241,5,100.0,1,0,0.15,1.0,30,0,0.15,175.4215
7015,14246224,1.0,1.0,2,52.37866,4.8536800000000015,7,100.0,1,0,0.14,1.0,27,0,0.14,113.20464
2050,4308174,2.0,1.0,2,52.38382,4.87292,15,99.0,1,0,0.27,1.0,36,1,0.27,173.49721
699,1289593,2.0,1.0,2,52.35953,4.9146,10,95.0,1,0,0.96,1.0,6,0,0.96,118.64023
7497,15266364,1.0,1.0,2,52.35857,4.85173,5,96.0,0,0,0.1,1.0,10,0,0.1,116.882195
17343,40685816,1.0,1.0,2,52.38293,4.911969999999998,22,97.0,1,1,2.27,3.0,21,0,2.27,75.64377
10130,20039033,1.0,2.0,3,52.38995,4.8916,0,0.0,0,0,0.0,2.0,16,0,0.0,163.55247
9167,18559856,1.0,1.0,2,52.37287,4.89858,52,98.0,1,1,1.25,2.0,15,0,1.25,110.146034
17605,41522652,1.0,2.0,2,52.3742,4.8793,4,95.0,1,1,0.45,0.0,18,0,0.45,146.37558
640,1195666,4.0,4.0,4,52.36679,4.87975,36,98.0,0,0,0.4,1.0,21,0,0.4,288.1561
14937,32774323,1.0,1.0,2,52.36982,4.86837,3,100.0,1,0,0.21,1.0,24,0,0.21,152.95161
4082,8693789,1.0,2.0,4,52.36466,4.88319,69,99.0,1,0,1.16,1.0,24,1,1.16,232.83235
12613,25433802,1.0,1.0,1,52.39112,4.93729,5,100.0,0,0,0.17,2.0,12,1,0.17,79.42823
1269,2647276,1.0,1.0,2,52.3101,4.99907,54,89.0,1,0,0.69,5.0,21,1,0.69,66.00026
16650,38848878,1.0,1.0,2,52.38549,4.877280000000002,0,0.0,0,0,0.0,0.0,15,0,0.0,128.37775
13047,26790884,0.0,1.0,2,52.37009000000001,4.8487800000000005,2,100.0,0,0,0.07,1.0,11,0,0.07,108.45245
11536,22590636,0.0,1.0,2,52.36223,4.90029,18,99.0,1,0,0.54,2.0,7,0,0.54,100.633736
11729,23054732,1.0,1.0,2,52.36462,4.9385,14,97.0,1,0,0.44,1.0,14,0,0.44,113.67344
7375,14989976,2.0,2.0,3,52.35951,4.928,3,100.0,1,0,0.06,1.0,9,0,0.06,146.88084
16557,38538821,0.0,1.0,2,52.37915,4.83576,4,100.0,0,0,0.36,0.0,17,0,0.36,96.59655
5976,13033368,1.0,2.0,2,52.36338,4.8898199999999985,76,97.0,1,0,1.44,5.0,23,1,1.44,185.47255
15189,33679547,1.0,1.0,2,52.32435,4.878419999999998,26,95.0,0,1,1.44,1.0,6,0,1.44,74.99001
1667,3487507,0.0,1.0,2,52.3732,4.8444699999999985,70,89.0,1,0,0.93,1.0,13,0,0.93,94.32122
5717,12534679,1.0,1.0,2,52.38182000000001,4.84482,221,90.0,0,0,4.06,3.0,22,1,4.06,46.70025
7273,14786257,4.0,4.0,4,52.36906,4.86397,26,98.0,1,0,0.67,1.0,35,0,0.67,282.3293
10256,20224062,1.0,1.0,2,52.35521,4.87645,12,100.0,0,0,0.31,1.0,9,0,0.31,128.62431
16887,39534097,1.0,1.0,2,52.35098,4.89309,2,100.0,1,0,0.25,0.0,11,0,0.25,128.22003
15060,33184440,3.0,1.0,4,52.35617,4.99757,5,100.0,1,0,0.28,1.0,30,0,0.28,190.05066
1250,2573607,1.0,1.0,2,52.37781,4.87688,24,96.0,0,0,0.31,1.0,10,0,0.31,131.29713
413,807269,1.0,2.0,2,52.36322,4.86171,39,98.0,0,0,0.41,1.0,24,0,0.41,141.96422
14522,31110035,1.0,1.0,2,52.38477,4.9128,6,100.0,1,0,0.33,3.0,32,0,0.33,135.61995
5144,11201740,1.0,1.0,2,52.37017,4.85243,5,92.0,1,0,0.1,2.0,13,0,0.1,101.77867
1569,3294817,1.0,2.0,2,52.38189000000001,4.91592,93,95.0,0,0,1.22,2.0,9,0,1.22,94.304375
1357,2849298,1.0,2.0,2,52.36081,4.85665,9,95.0,1,0,0.12,1.0,20,0,0.12,129.31682
15509,34894542,2.0,2.0,3,52.37803,4.84697,8,100.0,0,0,0.57,1.0,28,0,0.57,133.69025
9535,19173473,2.0,2.0,2,52.34315,4.892,1,100.0,1,0,0.03,1.0,12,0,0.03,139.04501
11929,23606353,1.0,1.0,2,52.38437,4.87311,18,96.0,1,1,0.57,1.0,23,0,0.57,125.84571
13310,27459192,1.0,1.0,2,52.3652,4.94065,9,100.0,1,0,0.36,1.0,31,0,0.36,146.8452
1533,3224028,2.0,2.0,3,52.34267,4.91293,9,93.0,0,0,0.12,1.0,8,0,0.12,140.86752
7745,15766031,1.0,1.0,2,52.3785,4.8471199999999985,2,100.0,0,0,0.07,1.0,10,0,0.07,98.548836
12418,24882150,1.0,1.0,2,52.35318,4.92833,22,99.0,1,0,0.75,1.0,26,0,0.75,125.149025
7320,14876448,1.0,1.0,2,52.33022,4.8886699999999985,9,100.0,1,0,0.2,3.0,13,0,0.2,103.270454
690,1272351,2.0,2.0,4,52.35822,4.9228,10,100.0,1,0,0.11,1.0,15,0,0.11,178.07814
14250,30359891,2.0,2.0,4,52.35763,4.85849,8,98.0,0,0,0.37,1.0,24,0,0.37,211.69173
13358,27563313,1.0,1.0,2,52.35652,4.91221,23,99.0,1,1,1.79,1.0,29,0,1.79,117.656494
5302,11581438,1.0,1.0,2,52.34335,4.89481,31,96.0,1,0,0.6,2.0,30,1,0.6,133.28972
3830,8109231,2.0,2.0,2,52.36505,4.93007,2,100.0,1,0,0.03,1.0,8,0,0.03,130.88898
1547,3245433,1.0,1.0,4,52.35467,4.90204,22,95.0,0,0,0.3,1.0,13,0,0.3,172.41772
10036,19901168,5.0,5.0,7,52.32446,4.87801,20,92.0,0,0,0.51,1.0,22,0,0.51,303.91446
11058,21731645,1.0,1.0,2,52.37024,4.8493900000000005,7,100.0,1,0,0.2,1.0,29,0,0.2,124.7644
13336,27506311,1.0,3.0,2,52.3637,4.89942,16,99.0,1,0,0.64,1.0,34,1,0.64,206.39543
8568,17505754,1.0,1.0,2,52.35393,4.8787699999999985,209,99.0,1,1,4.9,1.0,32,0,4.9,81.05089
13420,27713449,1.0,1.0,2,52.35388,4.88579,16,95.0,0,0,0.61,1.0,8,1,0.61,112.26732
17696,41892903,1.0,1.0,1,52.34077,4.9036,1,100.0,0,0,0.14,0.0,13,1,0.14,106.87891
12909,26386806,1.0,1.0,2,52.36549,4.88349,32,99.0,0,0,1.18,2.0,12,0,1.18,134.09822
15841,36090498,0.0,1.0,2,52.37662,4.84593,3,100.0,0,0,0.21,1.0,11,0,0.21,98.50269
14358,30687943,2.0,2.0,2,52.37611,4.86104,1,80.0,0,0,0.05,1.0,16,1,0.05,133.03732
4445,9461010,3.0,3.0,4,52.34945,4.88759,22,98.0,0,0,0.38,1.0,28,0,0.38,269.863
14944,32805260,1.0,1.0,2,52.36373,4.90396,0,0.0,1,0,0.0,0.0,12,0,0.0,153.21413
14084,29919168,1.0,1.0,2,52.35278,4.93774,48,99.0,1,1,2.23,3.0,27,0,2.23,89.73006
18477,44574809,1.0,1.0,2,52.37481,4.89385,5,92.0,1,0,2.42,1.0,10,1,2.42,88.06718
13274,27383043,2.0,2.0,4,52.34448,4.86264,6,83.0,0,0,0.23,0.0,28,0,0.23,208.21286
18494,44638725,1.0,0.0,2,52.37558,4.8928400000000005,5,84.0,1,0,3.19,16.0,6,1,3.19,47.60779
12576,25336232,1.0,1.0,2,52.3643,4.8886699999999985,0,0.0,1,0,0.0,9.0,29,0,0.0,183.97874
2478,5419045,1.0,1.0,2,52.3886,4.88732,2,90.0,1,0,0.03,1.0,9,1,0.03,119.88184
9164,18557557,1.0,1.0,2,52.35324,4.89821,16,95.0,0,0,0.39,1.0,12,0,0.39,123.872375
18129,43672517,1.0,1.0,2,52.37539,4.89248,13,95.0,1,0,3.75,2.0,15,1,3.75,64.53246
8144,16465779,1.0,1.0,2,52.34567,4.87039,14,99.0,0,0,0.52,1.0,8,0,0.52,115.74631
9014,18320167,2.0,1.0,4,52.3528,4.99753,6,92.0,1,0,0.14,1.0,27,0,0.14,164.58272
18017,42888759,1.0,0.0,2,52.37935,4.85784,0,0.0,1,0,0.0,0.0,6,0,0.0,100.564705
1126,2191745,1.0,1.0,3,52.37752,4.85465,1,100.0,0,0,0.08,2.0,37,0,0.08,155.26823
8267,16750649,1.0,2.0,3,52.31454,4.97724,0,0.0,1,0,0.0,1.0,8,0,0.0,77.98818
9950,19801478,1.0,1.0,2,52.3648,4.85315,2,100.0,0,0,0.05,1.0,8,0,0.05,114.39913
2282,4860508,1.0,2.0,2,52.37979,4.88746,117,96.0,1,1,1.66,1.0,30,0,1.66,142.48198
6416,13568302,1.0,1.0,2,52.34674,4.8467400000000005,12,92.0,0,0,0.24,1.0,12,0,0.24,118.53417
6286,13420185,1.0,1.0,2,52.38434,4.91634,8,95.0,1,0,0.16,1.0,13,0,0.16,109.54105
10479,20702723,2.0,2.0,2,52.37562,4.8909400000000005,24,93.0,0,0,0.65,1.0,9,1,0.65,195.56682
15518,34982496,3.0,2.0,4,52.37041,4.86316,5,100.0,0,0,0.33,1.0,27,0,0.33,232.53242
4102,8735101,1.0,1.0,2,52.38164,4.86948,6,90.0,1,0,0.1,1.0,7,1,0.1,103.70232
9193,18612145,1.0,1.0,2,52.36581,4.85495,277,87.0,1,0,6.65,2.0,11,1,6.65,57.680283
9437,19001976,2.0,2.0,4,52.37325,4.888,7,100.0,0,0,0.18,1.0,14,0,0.18,235.1108
2385,5081353,2.0,4.0,4,52.36097,4.92666,14,99.0,1,0,0.21,1.0,12,0,0.21,184.92451
7929,16109517,1.0,1.0,4,52.40512,4.91903,13,91.0,0,0,0.28,1.0,8,0,0.28,118.30912
30,64769,3.0,6.0,4,52.36225,4.902,27,97.0,1,0,0.23,1.0,23,0,0.23,286.78857
12095,24013945,1.0,1.0,1,52.39241,4.91374,9,98.0,1,0,0.29,2.0,19,0,0.29,89.01574
8588,17539314,2.0,2.0,4,52.35236,4.89772,25,94.0,1,0,0.58,9.0,26,1,0.58,248.09724
7689,15638310,1.0,1.0,2,52.38825,4.88045,18,99.0,1,0,0.38,1.0,27,0,0.38,140.50572
10769,21250159,1.0,1.0,2,52.36621,4.87935,7,100.0,0,0,0.21,1.0,27,1,0.21,196.10359
3608,7627311,2.0,2.0,4,52.3617,4.86376,21,97.0,1,0,0.33,1.0,18,0,0.33,207.82538
13834,29071278,1.0,1.0,2,52.3802,4.86156,12,100.0,0,1,0.49,1.0,17,0,0.49,112.556114
12422,24902325,2.0,4.0,4,52.37728,4.77837,0,0.0,1,0,0.0,7.0,19,1,0.0,136.90047
15790,35878088,1.0,1.0,2,52.3677,4.87397,0,0.0,1,0,0.0,0.0,12,0,0.0,142.91986
9573,19215905,1.0,1.0,2,52.37044,4.86915,11,100.0,1,0,0.33,2.0,22,0,0.33,151.05528
13339,27516765,1.0,1.0,3,52.31155,4.95758,0,0.0,1,0,0.0,2.0,7,0,0.0,89.05747
10211,20165622,4.0,4.0,8,52.36377,4.85777,5,95.0,1,0,0.13,1.0,13,0,0.13,392.63947
10004,19868494,2.0,4.0,4,52.36873,4.92978,10,94.0,1,0,0.27,1.0,18,0,0.27,199.02136
11694,22970154,2.0,2.0,3,52.35493,4.9124,6,100.0,1,0,0.2,1.0,11,0,0.2,172.44835
18777,45761390,1.0,2.0,4,52.37642,4.84941,0,0.0,1,0,0.0,892.0,8,1,0.0,648.34406
18639,45323599,2.0,2.0,4,52.34709,4.8916900000000005,0,0.0,0,0,0.0,0.0,16,0,0.0,210.45625
1492,3150587,1.0,1.0,3,52.37789,4.88403,272,97.0,1,1,3.51,1.0,24,0,3.51,114.85723
12552,25257536,1.0,1.0,2,52.35238,4.90341,11,100.0,1,0,0.39,1.0,11,0,0.39,118.50945
17750,42053844,1.0,1.0,2,52.36502,4.87764,1,60.0,1,0,0.14,100.0,12,1,0.14,191.85695
14060,29845284,1.0,2.0,2,52.38603,4.8885,19,100.0,1,1,0.83,2.0,27,1,0.83,166.308
7127,14448205,1.0,3.0,4,52.3738,4.87971,17,99.0,1,0,0.35,1.0,12,0,0.35,189.93233
13231,27259153,1.0,1.0,3,52.36382,4.9358,7,100.0,1,0,0.27,1.0,8,0,0.27,121.09565
3411,7284332,1.0,1.0,3,52.35554000000001,4.92621,14,92.0,0,0,0.22,2.0,15,0,0.22,133.4437
6433,13593464,1.0,1.0,2,52.36788,4.87182,7,100.0,1,0,0.13,1.0,10,0,0.13,135.5817
17688,41872658,3.0,2.0,4,52.3691,4.926,0,0.0,0,0,0.0,0.0,44,0,0.0,252.64058
13656,28455350,1.0,1.0,2,52.37864,4.89267,17,95.0,1,0,0.69,4.0,17,0,0.69,135.29623
3896,8268559,1.0,1.0,2,52.3519,4.85348,7,89.0,0,0,0.11,1.0,9,0,0.11,113.99075
6108,13198248,1.0,1.0,2,52.37133,4.87178,38,99.0,0,1,0.72,1.0,9,0,0.72,118.81872
6302,13444361,1.0,1.0,2,52.36494,4.86411,11,96.0,0,0,0.22,1.0,0,1,0.22,83.3627
6148,13263353,1.0,2.0,2,52.3867,4.87581,5,100.0,1,0,0.1,1.0,9,0,0.1,123.92351
10222,20178553,2.0,2.0,6,52.35815,4.854419999999998,2,90.0,1,0,0.05,1.0,4,1,0.05,201.70293
11655,22853545,2.0,4.0,4,52.3799,4.86904,9,100.0,0,0,0.31,1.0,30,1,0.31,259.02814
1799,3763895,1.0,1.0,2,52.36215,4.86436,256,95.0,1,1,3.4,2.0,23,0,3.4,81.295296
8777,17990328,2.0,2.0,4,52.34212,4.90639,7,94.0,0,0,0.17,40.0,10,0,0.17,144.66356
15723,35670895,3.0,6.0,6,52.37294,4.89907,8,100.0,1,1,0.57,7.0,28,0,0.57,383.4464
16707,39040034,1.0,1.0,2,52.37189,4.87621,5,100.0,1,0,0.43,0.0,20,0,0.43,160.40211
11785,23214465,2.0,2.0,4,52.36273,4.87136,2,100.0,1,0,0.07,1.0,20,0,0.07,231.4089
9772,19550393,1.0,1.0,2,52.35414,4.90509,22,95.0,1,0,0.55,1.0,31,0,0.55,155.09785
17592,41501560,3.0,0.0,4,52.35906,4.99446,0,0.0,0,0,0.0,1.0,15,0,0.0,174.62288
169,444935,1.0,1.0,2,52.36446,4.88871,9,89.0,0,0,0.18,1.0,11,0,0.18,149.29332
16813,39315635,2.0,2.0,2,52.37403,4.88777,2,100.0,0,0,0.19,2.0,21,0,0.19,201.60298
1339,2809026,4.0,4.0,5,52.35693,4.84934,31,99.0,1,0,0.4,1.0,37,0,0.4,305.3315
15545,35078740,1.0,1.0,2,52.31608,4.96652,3,87.0,1,0,0.18,1.0,26,0,0.18,89.8236
5118,11152856,1.0,1.0,2,52.36969000000001,4.92429,3,100.0,0,0,0.06,1.0,10,0,0.06,126.99032
15827,36051371,1.0,1.0,2,52.37851,4.8567800000000005,6,87.0,1,0,0.39,1.0,23,1,0.39,97.67625
2567,5694565,1.0,1.0,2,52.36045,4.86345,5,100.0,0,0,0.07,1.0,12,0,0.07,135.35927
11576,22660676,1.0,1.0,2,52.36396,4.83696,11,96.0,0,0,0.41,1.0,24,0,0.41,121.015396
12293,24556511,2.0,3.0,4,52.37306,4.88225,98,94.0,1,0,3.28,1.0,20,1,3.28,183.62001
15298,34110047,2.0,2.0,4,52.35945,4.86085,10,98.0,1,1,0.68,0.0,8,1,0.68,135.77687
16456,38121634,1.0,1.0,2,52.36892,4.8735800000000005,3,87.0,0,0,0.23,0.0,19,0,0.23,140.99387
16712,39050754,1.0,1.0,2,52.37236,4.90584,1,100.0,1,0,0.08,2.0,18,0,0.08,151.07213
6075,13152028,2.0,4.0,4,52.3902,4.8738800000000015,14,97.0,1,0,0.28,1.0,22,0,0.28,177.73097
8357,16972379,1.0,4.0,4,52.37068,4.89339,2,100.0,1,0,0.04,1.0,7,1,0.04,209.76323
4057,8629015,3.0,3.0,4,52.35752,4.93831,0,0.0,1,0,0.0,1.0,7,0,0.0,186.62798
17827,42330275,1.0,3.0,5,52.39872,4.93609,2,100.0,1,0,0.27,0.0,11,1,0.27,125.451126
14197,30201213,2.0,2.0,4,52.34716,4.8556300000000014,11,100.0,0,0,0.49,1.0,10,1,0.49,177.07605
158,414917,2.0,3.0,4,52.363,4.89917,78,98.0,1,0,0.76,1.0,17,0,0.76,244.75061
189,502869,1.0,1.0,2,52.38303,4.87512,22,96.0,1,0,0.22,1.0,24,0,0.22,139.79524
3586,7589916,1.0,1.0,2,52.34527,4.90188,43,88.0,1,0,0.71,1.0,11,1,0.71,95.94778
2500,5474594,1.0,1.0,2,52.37782,4.85127,12,97.0,1,0,0.18,1.0,19,0,0.18,102.193504
13720,28767581,1.0,1.0,2,52.3717,4.93555,6,83.0,0,0,0.24,1.0,25,0,0.24,135.48671
10688,21107528,2.0,2.0,4,52.36592,4.8762300000000005,16,100.0,1,0,0.44,2.0,27,0,0.44,259.2637
12078,23972937,2.0,2.0,4,52.35956,4.91346,29,97.0,1,1,1.03,2.0,21,0,1.03,217.454
13188,27131529,0.0,1.0,2,52.34371,4.82061,16,100.0,1,0,0.6,6.0,19,0,0.6,105.91516
11867,23429690,1.0,1.0,2,52.35872,4.9255,32,99.0,0,1,1.01,2.0,23,0,1.01,115.4579
4605,9791847,1.0,1.0,2,52.36736,4.864319999999998,6,93.0,1,0,0.1,2.0,8,0,0.1,109.582924
14827,32349420,0.0,3.0,4,52.39624,4.9244,32,99.0,1,1,1.64,1.0,38,1,1.64,114.28262
8923,18205137,3.0,4.0,4,52.37491,4.90533,0,0.0,1,0,0.0,1.0,9,0,0.0,271.03915
11304,22143276,2.0,1.0,3,52.38404,4.83407,15,96.0,1,0,0.45,1.0,15,1,0.45,101.11663
15912,36296400,2.0,3.0,2,52.3454,4.86771,4,100.0,0,0,0.32,5.0,31,0,0.32,168.61392
16637,38819314,2.0,2.0,4,52.38033,4.85875,8,100.0,0,1,0.63,0.0,27,1,0.63,199.78148
295,663697,2.0,2.0,4,52.36143,4.901680000000002,22,96.0,0,0,0.23,2.0,22,0,0.23,225.1007
11237,22013647,1.0,1.0,2,52.36583,4.85323,5,95.0,1,0,0.15,1.0,21,0,0.15,123.24045
9645,19345161,1.0,1.0,2,52.36709000000001,4.8761,7,100.0,0,0,0.18,1.0,9,1,0.18,134.95818
11701,22984437,3.0,3.0,3,52.35993,4.80118,1,100.0,1,0,0.03,1.0,4,0,0.03,109.00554
2554,5657032,1.0,1.0,2,52.36556,4.87276,55,96.0,1,0,0.82,1.0,15,0,0.82,139.04518
7968,16177452,1.0,2.0,4,52.36765,4.88964,3,100.0,0,0,0.1,1.0,16,1,0.1,236.66547
5291,11562257,2.0,2.0,4,52.37601,4.87695,29,92.0,1,0,0.52,1.0,29,1,0.52,231.4772
5713,12530312,1.0,2.0,3,52.35035,4.88965,36,90.0,1,0,0.72,1.0,16,0,0.72,146.88248
3022,6556026,1.0,1.0,2,52.35401,4.89855,128,97.0,1,0,1.96,4.0,21,0,1.96,107.32537
9140,18514561,3.0,3.0,4,52.34152,4.79695,8,98.0,0,0,0.2,1.0,31,0,0.2,189.91577
9755,19528615,1.0,1.0,2,52.30057,4.98696,32,96.0,1,0,0.83,1.0,19,0,0.83,64.73562
14630,31488475,1.0,2.0,4,52.36218,4.88956,22,90.0,1,0,1.06,19.0,4,1,1.06,173.17151
13343,27520959,0.0,1.0,2,52.34197,4.90616,0,0.0,0,0,0.0,1.0,9,0,0.0,92.925606
6026,13105889,3.0,3.0,4,52.35798,4.92225,2,90.0,0,0,0.04,1.0,12,0,0.04,193.22783
7988,16208146,1.0,1.0,2,52.36631,4.8810699999999985,10,98.0,0,0,0.22,1.0,14,0,0.22,167.81537
6086,13166910,1.0,1.0,2,52.3577,4.85717,6,77.0,0,0,0.11,1.0,16,0,0.11,116.4398
11403,22302445,1.0,1.0,2,52.36295,4.94085,3,100.0,0,0,0.12,2.0,10,0,0.12,115.92092
8628,17631554,2.0,2.0,3,52.32831,4.87087,5,76.0,0,0,0.12,1.0,11,0,0.12,120.28539
14219,30282550,1.0,1.0,2,52.38979000000001,4.88471,4,100.0,0,0,0.2,1.0,7,1,0.2,136.44562
7234,14677564,2.0,1.0,2,52.36664,4.9120300000000015,15,92.0,0,0,0.3,1.0,10,0,0.3,145.45668
1537,3228769,3.0,6.0,6,52.37117,4.90971,3,100.0,1,0,0.04,1.0,19,0,0.04,304.5413
9972,19823319,2.0,3.0,4,52.34497,4.900519999999998,2,100.0,0,0,0.05,0.0,33,0,0.05,246.60881
16302,37507709,1.0,2.0,3,52.36006,4.94039,1,100.0,0,0,0.08,0.0,10,0,0.08,136.98085
18185,43812160,1.0,0.0,2,52.34514,4.90261,7,91.0,1,0,2.08,2.0,12,1,2.08,56.26069
7591,15440739,2.0,2.0,4,52.3603,4.92707,13,97.0,1,0,0.27,1.0,25,0,0.27,181.31627
11336,22188492,1.0,1.0,2,52.37116,4.86157,2,90.0,1,0,0.09,1.0,16,0,0.09,113.73579
3648,7721564,1.0,1.0,2,52.36611,4.87783,15,97.0,1,0,0.27,1.0,10,0,0.27,137.31322
14544,31183453,2.0,2.0,4,52.352,4.90048,8,100.0,0,0,0.41,1.0,27,0,0.41,230.182
13098,26919409,1.0,1.0,2,52.34154,4.9117,5,100.0,1,0,0.2,1.0,18,1,0.2,115.216255
7894,16037573,2.0,2.0,2,52.34713,4.85642,25,92.0,0,0,0.54,1.0,19,0,0.54,134.93901
