,id,bedrooms,beds,accommodates,latitude,longitude,number_of_reviews,review_scores_rating,host_identity_verified,host_is_superhost,reviews_per_month,host_listings_count,amenities_count,instant_bookable,reviews_per_month,predicted_price
6022,13094970,4.0,4.0,4,52.34149,4.89578,0,0.0,1,0,0.0,1.0,16,0,0.0,263.53403
9909,19756882,2.0,2.0,4,52.35437,4.89379,5,87.0,1,0,0.13,3.0,16,0,0.13,226.01958
11775,23186976,3.0,4.0,4,52.37346,4.81262,5,88.0,0,0,0.17,1.0,24,0,0.17,133.44313
2548,5635872,4.0,6.0,5,52.3841,4.91444,14,97.0,0,0,0.28,1.0,19,0,0.28,206.79863
5743,12574617,3.0,3.0,2,52.35412,4.89171,0,0.0,0,0,0.0,1.0,13,0,0.0,199.635
8178,16550704,3.0,3.0,4,52.35213,4.89214,23,99.0,1,0,0.5,1.0,35,1,0.5,308.3739
2117,4467898,3.0,5.0,5,52.35932,4.9814,12,95.0,1,0,0.21,2.0,15,0,0.21,211.60405
6528,13695213,0.0,1.0,2,52.3706,4.93057,4,100.0,1,0,0.08,1.0,15,0,0.08,107.30031
4852,10304861,1.0,1.0,2,52.3691,4.91834,36,98.0,1,0,0.71,1.0,25,0,0.71,148.59273
2305,4885288,1.0,2.0,3,52.37172,4.86388,4,93.0,0,0,0.06,1.0,16,0,0.06,134.8597
389,776288,1.0,2.0,2,52.35609,4.87491,240,90.0,0,0,2.59,2.0,29,0,2.59,111.672134
7835,15918053,2.0,2.0,4,52.35869,4.85919,3,67.0,0,0,0.06,1.0,13,1,0.06,188.2264
973,1863996,2.0,2.0,2,52.38483,4.8556300000000014,81,87.0,0,0,1.04,2.0,3,0,1.04,65.35476
6840,14012143,1.0,2.0,2,52.3569,4.80823,78,94.0,1,0,1.53,1.0,25,1,1.53,78.33921
14789,32234160,1.0,1.0,2,52.36481,4.9108,4,95.0,1,0,0.47,15.0,27,1,0.47,165.50969
17204,40399831,2.0,2.0,4,52.35717,4.90761,0,0.0,1,0,0.0,0.0,11,0,0.0,228.04405
15729,35696576,1.0,1.0,2,52.37727,4.86255,8,100.0,1,0,0.5,2.0,24,0,0.5,129.25098
2157,4587844,4.0,6.0,4,52.37108,4.93236,23,99.0,1,0,0.33,1.0,39,0,0.33,273.8691
5471,11974897,2.0,2.0,4,52.35611,4.87106,2,100.0,1,0,0.04,2.0,17,0,0.04,223.83301
6521,13687342,1.0,1.0,2,52.36613,4.85663,7,100.0,1,0,0.13,1.0,10,0,0.13,115.28797
16344,37694933,1.0,1.0,1,52.3436,4.91656,8,96.0,1,0,0.57,0.0,21,1,0.57,83.00292
14085,29919544,1.0,1.0,2,52.35215,4.93614,42,100.0,1,1,1.82,3.0,24,0,1.82,97.53054
3987,8479567,1.0,2.0,2,52.38046,4.85325,2,90.0,0,0,0.03,1.0,12,0,0.03,91.20629
13045,26782068,1.0,2.0,2,52.36565,4.874230000000002,13,98.0,0,0,0.48,1.0,25,0,0.48,167.66513
12075,23971504,0.0,1.0,2,52.35332,4.88539,142,98.0,1,1,4.64,2.0,31,1,4.64,70.285286
12161,24180554,2.0,2.0,4,52.36338,4.9333300000000015,20,97.0,0,1,0.67,2.0,36,0,0.67,190.8779
11687,22937221,1.0,1.0,2,52.35225,4.8928,122,96.0,1,0,3.74,2.0,15,1,3.74,84.416916
17259,40505775,1.0,1.0,2,52.41081,4.92469,0,0.0,0,0,0.0,1.0,4,0,0.0,73.40731
12283,24535432,1.0,1.0,2,52.35647,4.9082300000000005,15,94.0,1,0,0.51,1.0,13,0,0.51,118.612144
18098,43560072,1.0,1.0,2,52.35259,4.90828,4,100.0,1,1,0.93,2.0,33,1,0.93,135.87117
9537,19175715,1.0,1.0,2,52.37585,4.85765,18,97.0,0,0,0.47,2.0,18,0,0.47,112.19699
7962,16172050,1.0,1.0,2,52.35651,4.89472,14,98.0,1,0,0.33,1.0,22,0,0.33,165.67587
10930,21529245,1.0,1.0,2,52.38071,4.88658,132,98.0,1,1,3.68,1.0,5,0,3.68,88.35606
2526,5569777,4.0,6.0,5,52.35042,4.85543,8,95.0,1,0,0.13,1.0,35,0,0.13,336.7615
11170,21913325,1.0,1.0,1,52.37756,4.8712,0,0.0,1,0,0.0,1.0,8,1,0.0,82.282
5479,12015121,2.0,2.0,4,52.36211,4.9253300000000015,5,92.0,1,0,0.1,1.0,9,0,0.1,163.18047
10823,21331644,1.0,1.0,2,52.35643,4.9215300000000015,27,95.0,1,0,0.78,1.0,13,0,0.78,104.25472
5564,12187238,1.0,1.0,2,52.33938,4.9196800000000005,36,94.0,1,0,0.66,1.0,18,0,0.66,103.34228
6470,13628388,1.0,1.0,4,52.35198,4.88857,4,100.0,1,0,0.08,1.0,5,1,0.08,167.79767
659,1225622,3.0,3.0,4,52.35926,4.8585,48,98.0,1,0,0.54,1.0,41,0,0.54,268.2478
6056,13137656,2.0,2.0,4,52.38259,4.88593,40,85.0,0,0,0.77,1.0,5,0,0.77,186.7357
753,1371048,1.0,1.0,2,52.37974000000001,4.88259,86,95.0,1,0,0.99,1.0,18,0,0.99,137.32713
14778,32202813,1.0,1.0,2,52.37976,4.8922,45,90.0,0,0,3.65,2.0,10,1,3.65,75.348976
12584,25349206,1.0,1.0,3,52.35841,4.93429,8,97.0,0,0,0.28,1.0,25,0,0.28,156.94426
15187,33677866,1.0,1.0,2,52.36489,4.8859900000000005,27,99.0,1,1,1.5,1.0,13,0,1.5,132.34387
9445,19012070,2.0,4.0,4,52.3676,4.88518,49,90.0,1,0,1.3,36.0,26,1,1.3,353.80203
18090,43495835,2.0,2.0,4,52.38329,4.96526,1,100.0,1,0,0.38,0.0,28,0,0.38,173.93134
2720,6016132,4.0,7.0,6,52.36209,4.93348,22,95.0,0,0,0.33,1.0,10,0,0.33,205.43878
10258,20225522,1.0,1.0,2,52.35565,4.89722,11,95.0,0,0,0.32,2.0,15,0,0.32,139.02704
11931,23607505,1.0,1.0,2,52.37709,4.84469,13,98.0,1,0,0.41,2.0,25,0,0.41,104.25093
5423,11859831,2.0,4.0,4,52.39553,4.94102,49,97.0,1,0,0.89,2.0,23,0,0.89,141.94298
13082,26879765,1.0,1.0,2,52.36187,4.86715,13,100.0,1,0,0.5,1.0,25,0,0.5,163.7516
6801,13968358,5.0,6.0,8,52.37811,4.8871699999999985,18,99.0,1,0,0.36,1.0,29,0,0.36,395.50903
9381,18923991,1.0,1.0,2,52.36762,4.8651,2,60.0,1,0,0.05,4.0,6,0,0.05,111.29742
4837,10259094,1.0,1.0,2,52.3807,4.88935,121,97.0,1,1,2.09,2.0,26,1,2.09,119.31537
2990,6512301,1.0,1.0,2,52.38098,4.88167,77,99.0,1,1,1.19,1.0,24,0,1.19,145.12083
13841,29099145,2.0,2.0,4,52.3562,4.90005,2,100.0,1,0,0.09,1.0,15,0,0.09,236.96196
9683,19406497,2.0,2.0,4,52.38988,4.88131,18,98.0,0,0,0.66,1.0,25,0,0.66,212.04143
555,1044448,4.0,5.0,4,52.36328,4.91834,35,92.0,1,0,0.39,1.0,41,0,0.39,292.0424
14667,31632004,3.0,6.0,6,52.39454,4.91521,9,100.0,1,1,0.5,1.0,40,0,0.5,342.80707
2946,6427711,1.0,1.0,2,52.37252,4.86611,18,98.0,1,0,0.27,1.0,9,0,0.27,117.303375
15425,34579570,2.0,2.0,4,52.41908,4.88315,8,100.0,1,0,0.51,1.0,33,0,0.51,152.03163
18044,43085832,1.0,2.0,2,52.36699,4.89494,0,0.0,1,0,0.0,15.0,17,1,0.0,184.46503
9417,18973931,1.0,1.0,2,52.36673,4.87656,3,100.0,0,0,0.07,1.0,10,0,0.07,152.07768
11435,22366682,2.0,2.0,4,52.38041,4.88669,16,99.0,1,0,0.48,1.0,13,1,0.48,221.85258
578,1086795,1.0,3.0,2,52.36243,4.89773,10,93.0,1,0,0.13,15.0,19,1,0.13,200.81001
1956,4076064,1.0,1.0,4,52.36798,4.94016,23,95.0,1,0,0.76,2.0,28,1,0.76,150.05946
2834,6222016,1.0,1.0,2,52.34923,4.8617300000000006,0,0.0,1,0,0.0,1.0,8,0,0.0,130.4598
8999,18298091,1.0,1.0,2,52.34976,4.85118,155,96.0,1,1,7.14,2.0,20,0,7.14,56.411476
11598,22697827,2.0,1.0,3,52.35327,4.900519999999998,7,100.0,1,0,0.22,1.0,19,0,0.22,202.23045
47,91535,1.0,1.0,2,52.35774,4.89647,44,95.0,0,0,0.39,1.0,31,1,0.39,184.75713
7578,15419069,1.0,4.0,4,52.35668,4.81383,2,0.0,0,0,0.04,1.0,3,1,0.04,135.2318
12808,26114217,1.0,1.0,2,52.36725,4.85416,14,99.0,0,0,0.51,1.0,23,1,0.51,136.72862
14693,31820294,2.0,2.0,4,52.38044,4.88544,13,98.0,1,1,0.69,6.0,9,1,0.69,233.7068
15226,33823199,1.0,2.0,2,52.39372,4.9261,7,100.0,1,0,0.39,1.0,29,1,0.39,103.90156
11121,21823811,2.0,2.0,4,52.37454,4.86267,6,83.0,0,0,0.18,1.0,25,0,0.18,184.68054
8411,17136161,1.0,1.0,2,52.36321,4.92705,4,95.0,0,0,0.09,1.0,13,0,0.09,125.66579
7451,15139813,1.0,1.0,2,52.37045,4.85725,36,100.0,0,0,0.73,1.0,6,0,0.73,97.127815
18703,45525740,1.0,3.0,4,52.35919000000001,4.8808099999999985,1,100.0,1,0,1.0,2.0,18,1,1.0,209.41049
4724,10023540,1.0,2.0,4,52.37643,4.84317,2,100.0,1,0,0.03,1.0,10,0,0.03,124.38273
6361,13509853,1.0,1.0,2,52.3568,4.85411,1,0.0,1,0,0.02,1.0,14,0,0.02,135.32388
17534,41262561,1.0,1.0,2,52.33625,4.88778,0,0.0,0,0,0.0,0.0,12,1,0.0,98.92584
15327,34244121,1.0,1.0,2,52.38319,4.87362,3,100.0,0,0,0.22,1.0,20,0,0.22,141.34761
1453,3048001,2.0,2.0,3,52.3847,4.87425,14,94.0,1,0,0.19,1.0,6,0,0.19,144.63004
2712,6002490,1.0,1.0,2,52.39138,4.87864,12,98.0,1,0,0.19,1.0,14,0,0.19,118.715416
4376,9326539,1.0,1.0,2,52.38245,4.87204,0,0.0,1,0,0.0,1.0,8,0,0.0,111.48815
6931,14123916,2.0,3.0,4,52.37373,4.94244,13,94.0,1,0,0.32,1.0,25,0,0.32,189.74243
12512,25151394,1.0,1.0,2,52.36311,4.85605,2,100.0,1,0,0.07,1.0,15,1,0.07,116.16137
8252,16715510,2.0,2.0,4,52.38856,4.88267,28,99.0,1,0,0.63,2.0,36,0,0.63,225.68114
13429,27745560,2.0,2.0,4,52.38747,4.88094,18,89.0,1,0,0.71,1.0,19,0,0.71,183.93185
17487,41109225,1.0,1.0,2,52.37224000000001,4.89547,2,100.0,1,0,0.22,0.0,13,1,0.22,156.9602
10496,20743521,1.0,1.0,2,52.38021,4.89102,16,99.0,1,0,0.43,1.0,26,0,0.43,161.91902
17305,40611589,2.0,2.0,4,52.36306,4.8505400000000005,1,100.0,1,0,0.11,0.0,11,0,0.11,164.86133
7998,16233999,1.0,1.0,2,52.37057,4.8645,12,93.0,0,0,0.26,1.0,9,0,0.26,109.677315
10296,20289923,1.0,1.0,2,52.37565,4.84503,7,100.0,0,0,0.19,1.0,17,1,0.19,117.831535
7171,14541041,2.0,2.0,4,52.3777,4.8490199999999986,15,85.0,1,0,0.3,1.0,9,0,0.3,145.32184
7572,15404969,1.0,1.0,2,52.35227,4.86373,100,97.0,0,1,2.05,1.0,19,0,2.05,102.84722
10679,21093374,3.0,3.0,4,52.39352,4.90736,16,95.0,1,0,0.44,1.0,19,1,0.44,214.57599
11984,23757197,2.0,3.0,3,52.35561,4.87544,1,100.0,1,1,0.05,2.0,36,0,0.05,253.78827
18073,43388883,1.0,1.0,2,52.37253,4.90261,5,100.0,1,1,1.4,2.0,10,0,1.4,93.20741
4754,10065422,2.0,1.0,2,52.37884,4.8574199999999985,13,98.0,1,0,0.22,1.0,18,1,0.22,115.99517
9330,18837476,1.0,1.0,2,52.35358,4.85424,47,97.0,0,1,1.14,1.0,15,0,1.14,105.89452
9831,19644916,1.0,1.0,2,52.35865,4.86151,7,100.0,0,0,0.18,1.0,22,0,0.18,157.42934
3658,7739393,1.0,1.0,2,52.41299,4.88928,28,99.0,0,0,0.45,1.0,26,0,0.45,119.02696
17330,40651432,0.0,1.0,1,52.36614,4.89524,1,100.0,0,0,0.11,0.0,6,1,0.11,106.496765
1216,2478937,1.0,1.0,2,52.37255,4.8976,506,94.0,1,1,6.33,1.0,26,0,6.33,72.427956
4581,9721264,1.0,1.0,2,52.36851,4.84933,1,100.0,0,0,0.02,2.0,10,0,0.02,110.428894
3807,8041712,1.0,1.0,2,52.35162,4.89635,12,100.0,1,0,0.19,1.0,30,0,0.19,179.20702
16515,38382746,1.0,1.0,2,52.35433,4.9927199999999985,5,100.0,0,0,0.42,0.0,20,1,0.42,112.46679
10460,20668331,1.0,1.0,2,52.40829,4.92123,20,92.0,1,0,0.71,1.0,14,0,0.71,68.84291
3311,7097813,1.0,1.0,2,52.36906,4.88525,13,93.0,1,0,0.21,1.0,11,0,0.21,140.83841
14956,32838087,1.0,1.0,2,52.37471,4.87442,9,100.0,1,0,0.54,1.0,10,0,0.54,136.14699
15336,34283271,1.0,1.0,2,52.37924,4.88517,6,87.0,0,0,0.36,1.0,10,1,0.36,137.22281
5233,11429204,0.0,1.0,2,52.38471,4.87394,27,96.0,1,0,0.48,1.0,11,0,0.48,108.40469
4459,9476335,1.0,1.0,2,52.36895,4.85269,22,100.0,1,0,0.59,1.0,26,0,0.59,130.09819
18026,42968885,1.0,1.0,2,52.36517,4.8437,0,0.0,0,0,0.0,1.0,25,0,0.0,133.58472
7353,14933190,1.0,1.0,2,52.36884000000001,4.94082,7,97.0,1,0,0.14,2.0,10,0,0.14,108.475655
11560,22624476,1.0,1.0,2,52.37868,4.87943,11,98.0,1,0,0.33,1.0,12,0,0.33,136.11125
746,1364081,1.0,2.0,3,52.36304000000001,4.936730000000002,56,88.0,0,0,0.65,0.0,27,0,0.65,147.08377
8499,17356826,2.0,0.0,2,52.35643,4.9212099999999985,13,100.0,0,0,0.3,1.0,8,0,0.3,124.81559
18157,43709075,1.0,1.0,2,52.38598,4.8764,13,98.0,1,1,4.33,8.0,6,1,4.33,44.8429
12171,24201218,1.0,1.0,2,52.41251,4.91826,7,91.0,1,0,0.23,3.0,21,1,0.23,66.31263
14829,32352898,2.0,2.0,4,52.35972,4.99336,2,100.0,1,0,0.1,1.0,9,1,0.1,157.25606
12098,24027533,1.0,1.0,1,52.35466,4.90247,0,0.0,0,0,0.0,2.0,10,1,0.0,108.45187
7240,14706009,2.0,3.0,4,52.3542,4.88802,52,98.0,1,0,1.05,2.0,15,1,1.05,245.822
2339,4949644,4.0,4.0,7,52.40116,4.9207800000000015,25,95.0,0,0,0.36,1.0,28,0,0.36,234.5514
16337,37655830,1.0,1.0,2,52.38012,4.87948,0,0.0,1,0,0.0,1.0,36,1,0.0,171.83559
11110,21809124,2.0,2.0,4,52.35295,4.84791,12,100.0,1,1,0.36,3.0,19,1,0.36,155.58662
7598,15442737,1.0,1.0,2,52.39285,4.9508199999999984,10,100.0,1,0,0.26,2.0,13,0,0.26,89.61511
14779,32203074,1.0,1.0,2,52.35367,4.89998,2,100.0,0,0,0.1,1.0,27,0,0.1,178.5671
14239,30316704,1.0,1.0,2,52.3563,4.89801,4,100.0,0,0,0.18,1.0,12,0,0.18,142.26033
731,1344662,1.0,1.0,2,52.37151,4.90739,10,87.0,0,0,0.15,2.0,15,0,0.15,135.72865
10199,20144673,1.0,1.0,2,52.34853,4.86225,9,98.0,1,0,0.25,1.0,9,0,0.25,113.557396
3537,7504090,2.0,2.0,4,52.35077,4.84652,8,98.0,1,0,0.22,1.0,26,1,0.22,182.77336
1643,3432883,2.0,2.0,4,52.34631,4.8604699999999985,12,100.0,1,0,0.17,1.0,47,0,0.17,242.86531
8859,18115831,1.0,2.0,4,52.36361,4.85714,24,94.0,1,1,0.58,1.0,26,0,0.58,185.04723
13199,27184333,1.0,2.0,2,52.37032,4.88215,51,99.0,1,1,1.95,1.0,26,1,1.95,136.76054
14186,30170896,3.0,3.0,6,52.34852,4.84741,5,96.0,1,0,0.23,2.0,16,0,0.23,256.2082
16414,37927536,1.0,1.0,2,52.36513,4.93404,39,91.0,1,0,2.91,2.0,21,1,2.91,76.02347
15681,35515428,2.0,2.0,4,52.35734,4.92429,7,97.0,1,0,0.48,1.0,11,0,0.48,162.29027
3291,7061216,2.0,2.0,4,52.37561,4.90008,20,96.0,0,0,0.32,1.0,14,1,0.32,238.65686
2393,5088966,2.0,2.0,3,52.34959,4.88812,13,90.0,0,0,0.19,1.0,9,1,0.19,180.98004
10201,20149091,1.0,1.0,2,52.36599,4.87183,0,0.0,1,0,0.0,1.0,13,0,0.0,143.30092
18712,45539684,1.0,1.0,2,52.3881,4.91438,0,0.0,1,0,0.0,0.0,5,1,0.0,98.6233
14533,31141491,1.0,1.0,2,52.37667,4.85522,1,0.0,1,0,0.05,1.0,12,0,0.05,107.3604
15125,33424512,5.0,6.0,4,52.37286,4.82074,2,90.0,0,0,0.14,1.0,10,0,0.14,160.28253
7455,15154695,1.0,1.0,2,52.3475,4.89006,33,100.0,1,0,0.67,1.0,26,0,0.67,147.41728
3254,6981284,1.0,1.0,2,52.37025,4.8722400000000015,63,98.0,1,0,1.01,1.0,15,0,1.01,134.26288
14631,31493031,1.0,1.0,2,52.34538,4.86722,1,0.0,0,0,0.05,5.0,30,0,0.05,129.52888
13119,26953314,2.0,2.0,4,52.35984000000001,4.85574,3,87.0,0,0,0.12,1.0,17,0,0.12,189.06825
5837,12795600,2.0,3.0,4,52.3828,4.8358300000000005,12,98.0,1,0,0.31,1.0,24,0,0.31,123.0187
9138,18512244,1.0,1.0,2,52.34153,4.9040300000000006,20,99.0,0,0,0.48,1.0,33,0,0.48,153.46616
4067,8650253,2.0,2.0,4,52.39134,4.8798,50,89.0,1,0,0.84,2.0,23,0,0.84,175.43092
3511,7451202,1.0,1.0,2,52.37842,4.87374,1,100.0,1,0,0.02,1.0,11,0,0.02,132.34659
11060,21733734,2.0,2.0,4,52.34147,4.8960599999999985,8,100.0,0,0,0.23,1.0,13,0,0.23,197.10258
505,954629,1.0,2.0,2,52.32019,4.95501,5,96.0,0,1,0.07,2.0,33,0,0.07,101.51417
11398,22299023,1.0,1.0,2,52.36165,4.90462,21,99.0,1,1,0.71,1.0,24,0,0.71,159.8309
12799,26091155,4.0,4.0,4,52.35024,4.77821,5,100.0,1,0,0.19,31.0,19,1,0.19,195.58342
15653,35404809,3.0,3.0,4,52.3852,4.87255,2,60.0,0,0,0.13,1.0,20,0,0.13,214.06734
12620,25446447,2.0,3.0,4,52.39382,4.9458,33,88.0,1,0,1.15,1.0,21,0,1.15,134.82417
9492,19091748,2.0,2.0,4,52.40286,4.90195,5,100.0,1,0,0.13,1.0,37,0,0.13,179.86116
6915,14102371,3.0,4.0,4,52.35472,4.92335,8,93.0,0,0,0.16,1.0,13,0,0.16,189.87418
838,1559969,1.0,1.0,2,52.36378,4.93468,22,95.0,1,0,0.31,1.0,23,0,0.31,129.25186
2748,6064397,1.0,2.0,3,52.36401,4.90126,15,97.0,0,0,0.23,1.0,17,0,0.23,171.44582
7984,16202960,1.0,2.0,2,52.35388,5.00467,33,91.0,1,1,0.71,13.0,14,1,0.71,98.52465
14556,31216962,2.0,2.0,4,52.35338,4.91699,5,100.0,0,0,0.24,1.0,19,0,0.24,182.9196
3174,6830331,2.0,2.0,3,52.36003,4.85879,24,98.0,1,0,0.38,1.0,14,0,0.38,151.34755
3626,7694105,1.0,1.0,2,52.3448,4.90977,35,95.0,1,0,0.63,1.0,29,0,0.63,134.32735
1909,3961071,2.0,2.0,4,52.36486,4.93283,6,90.0,1,0,0.09,1.0,13,0,0.09,163.20073
9803,19606968,1.0,2.0,4,52.36361,4.9199199999999985,17,99.0,1,1,0.44,1.0,32,1,0.44,223.94579
18514,44726071,2.0,2.0,4,52.38194,4.88144,0,0.0,1,0,0.0,1.0,12,1,0.0,223.73018
11607,22712579,4.0,1.0,1,52.35052,4.91714,6,93.0,0,0,0.18,1.0,20,0,0.18,159.85591
13933,29372226,1.0,1.0,2,52.36208,4.9411,4,100.0,0,0,0.17,2.0,9,0,0.17,112.55535
2132,4513665,2.0,2.0,4,52.37102,4.94057,15,96.0,1,0,0.21,1.0,31,0,0.21,190.38872
7854,15953085,2.0,2.0,4,52.40806,4.90505,18,100.0,1,0,0.39,1.0,34,0,0.39,155.9339
17403,40831982,2.0,2.0,4,52.35392,4.84212,4,90.0,1,0,0.42,1.0,17,0,0.42,145.45789
10925,21522145,1.0,1.0,2,52.3622,4.94234,19,100.0,0,0,0.54,1.0,24,0,0.54,139.16112
15921,36310433,1.0,1.0,2,52.37781,4.87285,5,96.0,1,0,0.39,1.0,21,0,0.39,139.11896
6643,13819991,2.0,4.0,4,52.37797,4.88368,0,0.0,1,0,0.0,1.0,9,0,0.0,235.2105
8523,17420796,1.0,1.0,1,52.34855,4.80832,5,92.0,0,0,0.12,5.0,21,1,0.12,104.2161
1707,3568357,2.0,2.0,4,52.40404,4.90085,22,89.0,1,0,0.3,2.0,11,0,0.3,133.00652
10221,20178478,1.0,1.0,2,52.37361,4.88866,145,92.0,1,0,3.77,1.0,12,1,3.77,87.79085
10717,21171963,0.0,2.0,4,52.37293,4.9062800000000015,3,100.0,0,0,0.08,1.0,9,0,0.08,151.39017
17269,40534368,0.0,1.0,2,52.35571,4.88764,1,100.0,0,0,0.11,1.0,24,1,0.11,165.0442
11639,22792520,1.0,1.0,2,52.35403,4.89941,109,98.0,1,1,3.55,10.0,27,0,3.55,76.93604
8244,16700471,1.0,1.0,2,52.35476,4.90415,17,95.0,1,0,0.5,2.0,22,1,0.5,147.46635
18258,43993627,2.0,2.0,4,52.34656,4.89107,0,0.0,1,0,0.0,3.0,14,1,0.0,222.78299
6189,13309968,1.0,1.0,2,52.35547,4.9028,181,96.0,1,1,3.48,1.0,18,1,3.48,100.6233
6428,13584040,2.0,2.0,3,52.35527,4.84767,4,85.0,1,0,0.08,1.0,13,0,0.08,117.708405
9808,19614533,1.0,2.0,3,52.32917,4.8582,134,96.0,1,0,3.39,2.0,33,0,3.39,81.16621
18231,43936703,1.0,1.0,2,52.36801,4.84817,0,0.0,1,0,0.0,1.0,24,0,0.0,133.33214
10970,21585325,1.0,2.0,2,52.35148,4.89507,1,0.0,1,0,0.03,2.0,8,0,0.03,133.40059
15227,33823649,3.0,4.0,4,52.36105,4.9804,1,100.0,0,0,0.07,1.0,15,0,0.07,183.77235
8226,16683468,1.0,1.0,2,52.34784000000001,4.86057,15,100.0,0,0,0.33,1.0,22,0,0.33,146.33083
16525,38427065,1.0,1.0,2,52.36187,4.93331,4,100.0,1,0,0.32,1.0,14,0,0.32,117.09786
13912,29304751,2.0,3.0,4,52.39585,4.91476,4,100.0,0,0,0.24,1.0,10,0,0.24,152.85596
15363,34353475,0.0,2.0,3,52.33913,4.91821,10,98.0,1,0,0.58,1.0,18,0,0.58,108.5787
4911,10505865,3.0,3.0,4,52.34565,4.80347,18,98.0,1,0,0.33,1.0,37,0,0.33,178.77078
11818,23319061,1.0,1.0,2,52.37027,4.86562,0,0.0,1,0,0.0,1.0,9,0,0.0,123.73732
16834,39358820,1.0,1.0,2,52.37933,4.86991,7,97.0,1,0,0.64,1.0,13,1,0.64,113.21638
14586,31347551,1.0,1.0,2,52.38385,4.86721,8,93.0,0,0,0.38,1.0,15,0,0.38,105.79612
5575,12207885,3.0,3.0,4,52.36096,4.93409,4,100.0,1,0,0.12,1.0,14,1,0.12,239.50417
3115,6741962,3.0,3.0,6,52.31759,4.97829,1,80.0,0,0,0.02,1.0,10,0,0.02,170.8333
7144,14477568,1.0,1.0,2,52.36907,4.86683,12,100.0,1,0,0.29,1.0,28,1,0.29,149.93492
2591,5741919,4.0,6.0,8,52.35419,4.9927,9,100.0,1,0,0.14,1.0,16,0,0.14,300.64163
7792,15832041,2.0,2.0,4,52.35421,4.85316,0,0.0,1,0,0.0,1.0,10,0,0.0,188.10558
15009,33011418,1.0,2.0,2,52.34726,4.90241,6,95.0,0,0,0.31,1.0,12,0,0.31,117.43854
17237,40479293,3.0,2.0,3,52.35102,4.93549,0,0.0,0,0,0.0,0.0,16,1,0.0,181.29515
13982,29558408,2.0,2.0,2,52.37033,4.87781,1,0.0,1,0,0.05,85.0,23,1,0.05,287.9667
16935,39681240,2.0,2.0,4,52.35134,4.84914,4,95.0,1,0,0.4,1.0,27,0,0.4,182.86058
2271,4820483,1.0,1.0,2,52.37447,4.8845,286,92.0,1,0,4.24,2.0,12,0,4.24,87.757
15743,35761217,1.0,1.0,2,52.37008,4.85711,3,100.0,1,0,0.21,1.0,21,0,0.21,126.39988
2624,5819801,2.0,3.0,4,52.35557,4.90491,54,99.0,1,0,0.81,1.0,26,0,0.81,231.61351
7062,14315479,2.0,2.0,3,52.37858,4.85835,20,96.0,0,0,0.4,1.0,31,0,0.4,151.678
3011,6540089,2.0,2.0,3,52.36151,4.94264,23,89.0,1,0,0.36,2.0,13,0,0.36,136.22229
8204,16613623,2.0,2.0,3,52.34115,4.905,13,95.0,0,0,0.35,1.0,33,0,0.35,187.20766
4627,9833390,2.0,2.0,4,52.31459,4.98202,1,100.0,1,0,0.02,1.0,15,0,0.02,115.590935
17964,42740377,1.0,1.0,2,52.37441,4.89231,16,95.0,1,0,4.0,2.0,15,1,4.0,61.246243
9981,19841129,2.0,2.0,4,52.37596,4.8817900000000005,207,97.0,1,1,6.17,1.0,27,1,6.17,115.159546
5642,12360818,2.0,2.0,4,52.35516,4.9896699999999985,4,95.0,1,0,0.08,1.0,11,1,0.08,153.9077
1993,4200266,2.0,3.0,5,52.35098,4.84049,1,100.0,1,0,0.05,1.0,33,0,0.05,210.94466
17711,41923640,0.0,1.0,2,52.39197,4.87106,3,100.0,1,0,0.38,1.0,15,1,0.38,110.527916
8298,16835515,2.0,4.0,4,52.40478,4.89954,8,97.0,1,0,0.21,1.0,42,0,0.21,183.79385
5107,11121039,2.0,1.0,2,52.37576,4.86463,2,100.0,1,0,0.04,1.0,5,0,0.04,117.5335
11385,22273164,1.0,1.0,2,52.37418,4.96368,29,99.0,0,1,0.86,1.0,29,1,0.86,111.0319
7890,16024342,2.0,2.0,4,52.35183,4.9004,11,92.0,0,0,0.24,1.0,10,0,0.24,194.11058
348,730965,1.0,1.0,2,52.36522,4.93107,28,92.0,1,0,0.3,1.0,5,0,0.3,95.7545
1178,2384332,2.0,2.0,3,52.36729,4.8834800000000005,24,99.0,1,0,0.62,1.0,17,0,0.62,234.92967
8026,16287279,1.0,2.0,2,52.3728,4.89444,14,97.0,1,0,0.34,3.0,10,0,0.34,143.38568
1358,2853285,1.0,2.0,2,52.36588,4.8591,36,90.0,1,0,0.46,0.0,1,1,0.46,78.4684
14097,29956570,1.0,1.0,3,52.36042,4.88933,2,100.0,0,0,0.09,1.0,29,0,0.09,205.34402
10408,20533744,1.0,1.0,2,52.35294,4.88898,0,0.0,1,0,0.0,1.0,8,0,0.0,135.16924
5777,12641520,1.0,1.0,2,52.37167,4.92295,51,97.0,1,1,0.95,1.0,11,0,0.95,94.04059
7945,16142106,3.0,3.0,4,52.3768,4.8842,21,97.0,0,0,0.54,2.0,22,0,0.54,271.62527
14488,31014644,0.0,1.0,2,52.37049,4.90785,1,0.0,0,0,0.05,1.0,7,0,0.05,111.13766
6346,13491924,1.0,1.0,2,52.37643,4.8823300000000005,15,100.0,1,0,0.36,5.0,21,1,0.36,155.54489
16723,39076533,1.0,0.0,2,52.35643,4.92571,2,100.0,1,0,0.18,1.0,16,0,0.18,122.053246
